CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
203001,36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,0,1,Manager,23771,0
203002,33,Company Invited,1,31,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23987,0
203003,39,Enquiry,1,9,SmallBusiness,Male,4,4,Basic,3,Divorced,8,1,4,0,1,Executive,21735,0
203004,35,Enquiry,1,15,Salaried,Female,3,4,Deluxe,5,Married,5,0,5,1,1,Manager,23799,0
203005,53,Enquiry,3,10,SmallBusiness,Male,3,5,Super Deluxe,5,Divorced,3,0,5,1,,AVP,35534,0
203006,34,Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21364,1
203007,26,Enquiry,3,33,SmallBusiness,Fe Male,3,4,Deluxe,3,Unmarried,3,0,4,0,1,Manager,24858,0
203008,46,Enquiry,3,9,Large Business,Male,3,6,Deluxe,3,Unmarried,2,0,5,0,1,Manager,25310,0
203009,24,Enquiry,1,17,SmallBusiness,Male,4,3,Basic,3,Unmarried,3,0,2,1,2,Executive,22183,0
203010,48,Company Invited,3,34,Salaried,Fe Male,4,2,Deluxe,3,Unmarried,6,1,4,1,3,Manager,25075,1
203011,35,Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,1,Manager,24952,0
203012,56,Enquiry,1,9,SmallBusiness,Male,4,4,King,,Divorced,7,1,2,1,3,VP,38537,1
203013,37,Company Invited,3,15,Salaried,Male,4,5,Standard,5,Unmarried,3,0,2,0,3,Senior Manager,26265,0
203014,53,Company Invited,1,26,SmallBusiness,Male,3,4,Basic,3,Divorced,2,0,3,1,1,Executive,22936,0
203015,27,Company Invited,1,7,Salaried,Female,4,6,Basic,3,Married,5,0,4,1,3,Executive,23042,0
203016,30,Enquiry,1,34,SmallBusiness,Female,4,4,Deluxe,3,Divorced,6,0,2,1,1,Manager,23013,0
203017,27,Enquiry,3,15,Large Business,Male,3,5,Deluxe,5,Unmarried,8,0,3,1,2,Manager,24004,1
203018,35,Enquiry,1,7,Salaried,Female,4,2,Basic,3,Unmarried,4,0,2,0,1,Executive,21958,0
203019,55,Enquiry,1,26,SmallBusiness,Female,4,4,Deluxe,5,Married,2,1,3,0,1,Manager,24163,0
203020,28,Company Invited,3,6,SmallBusiness,Male,3,4,Deluxe,3,Divorced,2,0,3,0,2,Manager,23020,0
203021,38,Enquiry,1,17,Salaried,Female,3,4,Basic,5,Married,2,1,3,1,2,Executive,21460,0
203022,39,Company Invited,1,9,Salaried,Fe Male,4,2,Deluxe,5,Unmarried,8,1,2,1,3,Manager,24658,0
203023,35,Enquiry,1,9,SmallBusiness,Female,3,5,Basic,5,Unmarried,3,0,2,1,2,Executive,23059,0
203024,36,Enquiry,3,15,Salaried,Female,4,4,Basic,3,Divorced,3,0,3,0,1,Executive,21250,0
203025,31,Enquiry,1,7,Salaried,Male,3,6,Basic,3,Divorced,5,0,4,1,1,Executive,22511,0
203026,41,Company Invited,1,9,SmallBusiness,Female,3,2,Deluxe,4,Divorced,3,0,3,0,2,Manager,22922,0
203027,35,Enquiry,3,15,Salaried,Female,4,4,Deluxe,5,Divorced,7,0,2,1,1,Manager,25178,0
203028,43,Company Invited,1,15,Salaried,Male,4,4,King,3,Married,,0,5,0,2,VP,37108,0
203029,24,Enquiry,1,13,Salaried,Male,4,2,Basic,5,Divorced,3,1,3,1,3,Executive,20279,1
203030,25,Company Invited,1,16,Salaried,Male,3,5,Basic,4,Married,3,0,5,1,1,Executive,21372,0
203031,53,Enquiry,1,18,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,2,1,2,Manager,21827,0
203032,51,Enquiry,1,9,SmallBusiness,Male,4,4,Super Deluxe,3,Divorced,,0,2,0,2,AVP,36317,0
203033,30,Enquiry,1,7,Salaried,Female,3,5,Basic,5,Divorced,3,1,2,0,1,Executive,20997,1
203034,34,Enquiry,1,14,SmallBusiness,Male,3,4,Standard,3,Divorced,2,0,4,0,1,Senior Manager,30369,0
203035,34,Enquiry,3,23,SmallBusiness,Fe Male,4,4,Deluxe,5,Unmarried,7,0,3,1,1,Manager,24002,1
203036,48,Enquiry,1,9,Salaried,Female,3,4,Super Deluxe,3,Divorced,3,1,4,1,,AVP,35430,0
203037,37,Enquiry,1,7,Salaried,Female,3,4,Deluxe,4,Divorced,2,0,5,0,1,Manager,23906,0
203038,30,Enquiry,1,30,Salaried,Male,3,2,Basic,3,Divorced,3,0,2,1,2,Executive,21378,0
203039,59,Enquiry,1,9,Salaried,Male,3,4,King,4,Single,,1,3,1,2,VP,37924,1
203040,36,Enquiry,1,7,Salaried,Female,3,2,Basic,3,Single,5,0,3,0,1,Executive,21184,0
203041,43,Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Divorced,2,1,3,0,2,Manager,24740,0
203042,29,Enquiry,1,9,SmallBusiness,Male,3,4,Basic,3,Unmarried,8,0,3,0,1,Executive,23060,1
203043,37,Enquiry,2,20,Salaried,Male,3,4,Basic,4,Divorced,6,0,3,1,1,Executive,20821,0
203044,33,Enquiry,1,11,Salaried,Female,4,5,Deluxe,3,Divorced,3,0,4,1,1,Manager,24840,0
203045,41,Company Invited,1,23,SmallBusiness,Male,3,5,Deluxe,3,Unmarried,8,0,5,1,2,Manager,23772,0
203046,31,Enquiry,1,9,SmallBusiness,Fe Male,3,5,Deluxe,3,Unmarried,7,1,2,1,2,Manager,25555,0
203047,46,Enquiry,1,9,Salaried,Female,4,5,Basic,3,Single,3,0,3,1,2,Executive,20952,0
203048,43,Enquiry,1,36,Salaried,Male,4,4,Deluxe,4,Divorced,3,0,3,1,2,Manager,23112,0
203049,39,Company Invited,1,19,Salaried,Male,3,5,Deluxe,5,Married,4,0,5,1,1,Manager,24966,0
203050,35,Company Invited,1,23,Salaried,Female,4,5,Basic,3,Single,3,0,5,1,2,Executive,21231,0
203051,50,Enquiry,3,18,SmallBusiness,Female,3,4,Standard,3,Divorced,3,0,4,0,2,Senior Manager,26332,1
