CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
204001,52,Enquiry,1,16,Salaried,Male,4,4,Basic,3,Married,5,0,3,1,1,Executive,20753,0
204002,31,Enquiry,1,9,Salaried,Male,5,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830,0
204003,47,Enquiry,3,16,SmallBusiness,Male,4,5,Standard,3,Unmarried,3,0,5,1,3,Senior Manager,28297,1
204004,41,Company Invited,1,7,Salaried,Male,4,5,Super Deluxe,4,Married,3,0,1,1,2,AVP,32181,0
204005,52,Enquiry,3,28,SmallBusiness,Male,4,4,Deluxe,3,Unmarried,2,1,5,0,3,Manager,24119,0
204006,31,Enquiry,3,11,SmallBusiness,Female,4,5,Deluxe,4,Married,3,1,3,1,1,Manager,23887,0
204007,47,Company Invited,1,7,SmallBusiness,Male,3,5,Standard,5,Married,4,1,1,1,2,Senior Manager,29351,0
204008,33,Enquiry,3,13,SmallBusiness,Male,3,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,23688,0
204009,55,Enquiry,1,9,Large Business,Female,3,4,Standard,3,Married,2,0,4,0,1,Senior Manager,32227,0
204010,25,Enquiry,3,10,Salaried,Female,3,4,Deluxe,3,Married,2,0,4,0,1,Manager,23677,0
204011,29,Company Invited,3,11,SmallBusiness,Male,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22899,0
204012,59,Enquiry,3,17,SmallBusiness,Male,3,4,Super Deluxe,3,Single,2,0,3,0,2,AVP,32550,0
204013,45,Company Invited,1,30,SmallBusiness,Male,4,4,Deluxe,4,Married,6,0,3,0,2,Manager,20720,0
204014,38,Enquiry,2,13,Salaried,Male,4,4,Basic,5,Married,6,1,1,0,3,Executive,20751,1
204015,33,Enquiry,1,7,Salaried,Male,4,4,Basic,5,Unmarried,3,0,1,0,2,Executive,21634,0
204016,21,Company Invited,1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21604,1
204017,35,Enquiry,1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,0,1,Manager,23487,0
204018,38,Company Invited,1,9,Salaried,Male,4,5,Deluxe,3,Married,7,0,1,1,3,Manager,23841,0
204019,60,Company Invited,2,9,Salaried,Female,3,5,King,3,Married,,0,1,0,2,VP,37522,0
204020,51,Company Invited,1,7,Salaried,Female,4,4,King,4,Married,,1,1,0,3,VP,36850,0
204021,26,Enquiry,3,12,SmallBusiness,Male,3,5,Deluxe,3,Unmarried,3,1,3,0,2,Manager,24422,1
204022,26,Enquiry,1,14,SmallBusiness,Male,4,5,Basic,3,Married,3,0,1,0,3,Executive,21567,0
204023,23,Enquiry,1,22,SmallBusiness,Female,3,4,Basic,3,Unmarried,3,0,1,1,2,Executive,21549,0
204024,52,Company Invited,1,7,SmallBusiness,Fe Male,2,5,Standard,5,Unmarried,5,0,1,1,1,Senior Manager,26162,0
204025,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,1,Manager,24752,1
204026,55,Company Invited,2,33,Salaried,Female,2,2,Super Deluxe,3,Single,,1,3,1,1,AVP,36006,0
204027,25,Enquiry,1,25,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,21452,0
204028,35,Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,1,1,Manager,23183,0
204029,38,Enquiry,3,10,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,2,Senior Manager,26106,0
204030,35,Enquiry,1,12,SmallBusiness,Female,3,5,Standard,5,Single,4,0,1,1,2,Senior Manager,30309,0
204031,37,Company Invited,3,18,Large Business,Female,4,4,Standard,3,Married,2,0,5,0,3,Senior Manager,28416,0
204032,37,Enquiry,1,10,Salaried,Female,3,4,Basic,3,Married,7,0,1,0,2,Executive,21513,0
204033,44,Company Invited,3,33,Salaried,Male,4,4,Super Deluxe,3,Married,,1,1,1,1,AVP,35637,0
204034,31,Company Invited,1,30,Salaried,Male,4,6,Basic,3,Married,3,0,3,0,1,Executive,21291,0
204035,34,Company Invited,3,29,SmallBusiness,Male,4,4,Deluxe,4,Married,2,0,1,0,1,Manager,24824,0
204036,57,Enquiry,1,21,Salaried,Female,4,4,Basic,4,Married,2,1,5,1,1,Executive,23641,1
204037,52,Enquiry,1,13,Salaried,Male,3,4,King,3,Single,2,0,5,1,2,VP,38215,0
204038,32,Enquiry,3,13,Salaried,Male,4,6,Deluxe,3,Married,6,1,3,0,3,Manager,24850,1
204039,27,Enquiry,1,13,Salaried,Female,3,5,Basic,4,Married,3,0,3,1,2,Executive,21046,0
204040,59,Enquiry,1,30,SmallBusiness,Female,4,4,Standard,3,Married,3,0,3,1,1,Senior Manager,28990,1
204041,20,Enquiry,3,29,SmallBusiness,Male,3,4,Basic,3,Single,3,1,1,1,1,Executive,20353,1
204042,23,Enquiry,1,9,Large Business,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,21201,0
204043,50,Enquiry,1,27,SmallBusiness,Female,4,4,Deluxe,5,Married,3,0,1,1,1,Manager,25245,0
204044,44,Company Invited,1,35,SmallBusiness,Female,4,2,Basic,3,Unmarried,6,0,3,0,3,Executive,23417,0
204045,51,Company Invited,3,19,SmallBusiness,Fe Male,4,4,Standard,3,Unmarried,6,0,5,1,3,Senior Manager,27886,0
204046,32,Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Married,5,1,3,0,3,Manager,23237,1
204047,42,Enquiry,3,16,Salaried,Male,4,4,Standard,3,Married,5,1,1,0,2,Senior Manager,26867,0
204048,27,Enquiry,2,32,Salaried,Female,4,4,Basic,3,Married,3,0,4,1,2,Executive,21620,0
204049,37,Enquiry,1,13,SmallBusiness,Male,3,4,Deluxe,4,Married,8,0,4,0,2,Manager,23619,0
204050,52,Company Invited,1,15,Salaried,Male,3,6,Standard,3,Single,4,0,1,1,1,Senior Manager,29328,1
204051,40,Enquiry,3,11,Salaried,Female,3,5,Deluxe,3,Married,6,0,5,1,2,Manager,24580,0
204052,26,Enquiry,3,35,Salaried,Male,3,5,Deluxe,3,Married,4,0,4,1,2,Manager,27317,0
204053,31,Enquiry,2,16,Salaried,Male,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,25025,0
204054,33,Enquiry,1,16,SmallBusiness,Female,3,4,Basic,5,Unmarried,2,0,4,1,1,Executive,22878,1
204055,46,Enquiry,1,36,SmallBusiness,Male,3,4,Basic,3,Unmarried,7,0,1,1,1,Executive,22130,0
204056,39,Enquiry,1,10,Large Business,Female,3,4,Deluxe,3,Unmarried,5,1,5,1,1,Manager,22995,0
204057,31,Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,1,1,3,Executive,21310,0
204058,33,Company Invited,3,16,SmallBusiness,Male,3,6,Deluxe,3,Married,2,0,1,0,2,Manager,23346,0
204059,31,Enquiry,1,12,Large Business,Female,3,4,Basic,5,Married,7,0,5,0,2,Executive,21882,0
