CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
202001,32,Enquiry,1,9,Salaried,Fe Male,2,3,Standard,3,Unmarried,4,0,1,1,0,Senior Manager,26159,0
202002,47,Enquiry,3,20,SmallBusiness,Male,2,,Deluxe,5,Single,3,0,1,1,1,Manager,19960,0
202003,40,Company Invited,3,11,Salaried,Male,2,4,Standard,5,Married,6,1,5,0,0,Senior Manager,25475,0
202004,53,Enquiry,1,13,Salaried,Male,2,1,Super Deluxe,3,Married,4,0,1,0,1,AVP,29814,0
202005,41,Enquiry,2,16,Salaried,Male,3,4,King,3,Married,4,0,1,1,1,VP,34141,0
202006,60,Enquiry,3,22,SmallBusiness,Male,2,3,Deluxe,5,Single,1,0,4,1,1,Manager,20405,0
202007,27,Company Invited,1,16,Salaried,Male,2,3,Standard,5,Married,2,0,3,0,1,Senior Manager,23793,0
202008,41,Enquiry,2,6,Salaried,Male,2,4,King,3,Married,2,0,1,1,1,VP,34189,0
202009,,Enquiry,3,14,SmallBusiness,Male,2,3,Basic,4,Married,1,0,1,0,1,Executive,,0
202010,28,Enquiry,1,6,Salaried,Female,3,5,Basic,4,Single,1,1,1,1,2,Executive,17216,1
202011,36,Company Invited,1,14,Salaried,Female,3,1,Standard,5,Married,1,0,3,0,1,Senior Manager,26713,0
202012,38,Enquiry,1,6,Salaried,Female,2,3,Standard,3,Unmarried,5,1,1,0,1,Senior Manager,22861,0
202013,,Company Invited,1,30,SmallBusiness,Male,2,5,Basic,3,Single,3,0,3,0,0,Executive,18708,0
202014,47,Company Invited,3,9,SmallBusiness,Female,2,3,Super Deluxe,3,Married,1,1,5,1,0,AVP,28770,0
202015,30,Enquiry,3,33,SmallBusiness,Male,3,3,Deluxe,3,Married,1,0,3,1,2,Manager,20304,0
202016,29,Enquiry,3,16,Salaried,Male,3,3,Basic,3,Single,2,0,4,1,0,Executive,17642,0
202017,42,Company Invited,1,25,SmallBusiness,Male,2,1,Basic,3,Married,7,1,3,0,0,Executive,17759,1
202018,43,Company Invited,3,21,Salaried,Male,2,4,Deluxe,3,Married,4,0,5,1,0,Manager,21804,0
202019,34,Enquiry,1,14,SmallBusiness,Female,3,3,Deluxe,3,Single,4,0,4,0,1,Manager,21142,0
202020,23,Enquiry,1,15,SmallBusiness,Male,2,3,Basic,5,Married,2,0,3,1,0,Executive,17500,0
202021,39,Enquiry,2,9,Salaried,Female,2,1,Deluxe,4,Married,1,0,1,0,0,Manager,21389,0
202022,56,Enquiry,1,15,SmallBusiness,Male,2,3,Super Deluxe,3,Married,1,0,4,0,0,AVP,26103,0
202023,40,Enquiry,1,8,SmallBusiness,Female,2,4,Basic,3,Single,1,1,3,0,0,Executive,17342,0
202024,27,Enquiry,1,13,SmallBusiness,Female,2,4,Deluxe,5,Unmarried,1,0,3,1,0,Manager,21811,0
202025,29,Enquiry,3,16,SmallBusiness,Male,2,3,Basic,4,Married,2,0,1,1,0,Executive,17297,0
202026,53,Enquiry,1,12,Salaried,Male,2,3,Deluxe,3,Single,3,0,5,1,1,Manager,17450,0
202027,35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,1,2,Manager,20093,0
202028,32,Company Invited,1,30,Salaried,Male,3,3,Deluxe,3,Married,2,0,4,1,2,Manager,20309,0
202029,38,Enquiry,1,8,SmallBusiness,Male,3,3,Basic,3,Married,7,1,4,0,2,Executive,18057,0
202030,34,Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,1,Manager,20121,0
202031,52,Enquiry,3,9,SmallBusiness,Male,2,4,Super Deluxe,5,Married,2,0,5,1,0,AVP,31856,0
202032,33,Enquiry,1,6,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17686,1
202033,25,Enquiry,3,32,SmallBusiness,Female,2,3,Deluxe,3,Single,2,0,4,0,0,Manager,21180,0
202034,45,Enquiry,3,8,Large Business,Male,2,5,Deluxe,3,Unmarried,1,0,5,1,1,Manager,21632,0
202035,,Enquiry,1,16,SmallBusiness,Male,3,1,Basic,3,Single,2,0,1,0,1,Executive,18505,0
202036,47,Company Invited,3,33,Salaried,Female,3,1,Deluxe,3,Unmarried,5,1,4,0,1,Manager,21397,1
202037,34,Enquiry,3,8,Salaried,Male,2,3,Deluxe,3,Single,2,0,5,0,1,Manager,21274,0
202038,55,Enquiry,1,8,SmallBusiness,Male,3,3,King,5,Married,6,1,1,1,,VP,34859,1
202039,36,Company Invited,3,14,Salaried,Male,3,4,Standard,5,Unmarried,2,0,1,0,0,Senior Manager,22587,0
202040,52,Company Invited,1,,SmallBusiness,Male,2,3,Basic,3,Married,1,0,3,1,0,Executive,,0
202041,26,,1,,Salaried,Female,3,5,Basic,3,Married,4,0,4,1,0,Executive,,0
202042,29,,1,,SmallBusiness,Female,3,3,Deluxe,3,Married,5,0,1,0,1,Manager,,0
202043,26,Enquiry,3,14,Large Business,Male,2,4,Deluxe,5,Single,7,0,3,0,0,Manager,20326,1
202044,34,Enquiry,1,6,Salaried,Female,3,1,Basic,3,Single,3,0,1,1,1,Executive,18280,0
202045,54,Enquiry,1,25,SmallBusiness,Female,3,3,Deluxe,5,Married,1,1,3,0,2,Manager,20485,0
202046,27,,3,,SmallBusiness,Male,2,3,Deluxe,3,Married,1,0,3,1,1,Manager,,0
202047,37,Enquiry,1,16,Salaried,Female,2,3,Basic,5,Married,1,1,3,1,0,Executive,17782,0
202048,38,Company Invited,1,8,Salaried,Female,3,1,Deluxe,5,Single,7,1,1,0,0,Manager,20980,0
202049,34,,1,,SmallBusiness,Female,2,4,Basic,5,Single,2,0,1,1,0,Executive,,0
202050,35,Enquiry,3,14,Salaried,Female,3,3,Basic,3,Married,2,0,3,1,2,Executive,17572,0
202051,,Enquiry,1,6,Salaried,Male,2,5,Basic,3,Married,4,0,4,1,0,Executive,,0
202052,40,Company Invited,1,,SmallBusiness,Female,2,1,Deluxe,4,Married,2,0,3,0,0,Manager,,0
202053,34,Enquiry,3,14,Salaried,Female,3,3,Deluxe,5,Married,6,0,1,1,2,Manager,21500,0
202054,42,Company Invited,1,14,Salaried,Male,3,3,King,3,Married,2,0,5,1,1,VP,33430,0
202055,23,Enquiry,1,12,Salaried,Male,3,1,Basic,5,Married,2,1,3,0,0,Executive,16601,1
202056,24,Company Invited,1,15,Salaried,Male,2,4,Basic,4,Married,2,0,5,0,1,Executive,17694,0
202057,52,Enquiry,1,17,Salaried,Female,2,3,Deluxe,3,Married,1,0,1,1,0,Manager,18149,0
202058,50,Enquiry,1,8,SmallBusiness,Male,3,3,Super Deluxe,3,Married,6,0,1,0,1,AVP,32639,0
202059,29,Enquiry,1,6,Salaried,Female,2,4,Basic,5,Married,2,1,1,0,0,Executive,17319,1
202060,33,Enquiry,1,13,SmallBusiness,Male,2,3,Standard,3,Married,1,0,4,1,0,Senior Manager,26691,0
202061,33,Enquiry,3,22,SmallBusiness,Female,3,3,Deluxe,5,Single,6,0,3,1,0,Manager,20324,1
202062,47,Enquiry,1,8,Salaried,Female,2,3,Super Deluxe,3,Married,2,1,4,1,0,AVP,31752,0
202063,36,Enquiry,1,6,Salaried,Female,2,3,Deluxe,4,Married,1,0,5,1,1,Manager,20228,0
202064,29,Enquiry,1,29,Salaried,Male,2,1,Basic,3,Married,2,0,1,1,1,Executive,17700,0
202065,58,Enquiry,1,8,Salaried,Male,2,3,King,4,Single,1,1,3,1,0,VP,34246,1
202066,35,Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,1,1,Executive,17506,0
202067,42,Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Married,1,1,3,0,0,Manager,21062,0
202068,28,,1,,SmallBusiness,Male,2,3,Basic,3,Single,7,0,3,1,1,Executive,,1
202069,36,Enquiry,2,19,Salaried,Male,2,3,Basic,4,Married,5,0,3,1,1,Executive,17143,0
202070,32,Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Married,2,0,4,1,1,Manager,21162,0
202071,40,Company Invited,1,22,SmallBusiness,Male,2,4,Deluxe,3,Single,7,0,5,0,0,Manager,20094,0
202072,30,Enquiry,1,8,SmallBusiness,Female,2,4,Deluxe,3,Unmarried,6,1,1,1,1,Manager,21877,0
202073,45,Enquiry,1,8,Salaried,Female,3,4,Basic,3,Single,2,0,3,1,0,Executive,17274,0
202074,42,Enquiry,1,,Salaried,Male,3,3,Deluxe,4,Married,2,0,3,1,0,Manager,,0
202075,38,Company Invited,1,18,Salaried,Male,1,4,Deluxe,5,Married,3,0,5,1,0,Manager,21288,0
202076,34,Company Invited,1,22,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,2,Executive,17553,0
202077,49,Enquiry,3,17,SmallBusiness,Female,2,3,Standard,3,Married,2,0,4,0,0,Senior Manager,22654,1
202078,55,Enquiry,3,8,SmallBusiness,Male,2,3,Deluxe,3,Single,5,0,1,1,0,Manager,20160,1
202079,43,Enquiry,1,20,Salaried,Male,3,3,Super Deluxe,5,Married,7,0,5,1,1,AVP,32159,0
202080,27,Enquiry,1,11,Large Business,Male,2,4,Standard,3,Married,2,1,3,1,1,Senior Manager,27808,0
202081,35,Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,1,Senior Manager,25221,0
202082,28,Enquiry,3,,SmallBusiness,Female,2,3,Deluxe,4,Married,2,1,3,1,1,Manager,19779,0
202083,,Enquiry,2,9,Salaried,Male,2,3,Basic,3,Married,1,0,1,1,0,Executive,,0
202084,26,Company Invited,1,11,SmallBusiness,Female,2,4,Basic,3,Married,2,1,1,0,1,Executive,17366,1
202085,27,Company Invited,1,9,SmallBusiness,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,16706,0
202086,51,Enquiry,3,32,SmallBusiness,Female,3,3,Super Deluxe,3,Married,3,0,3,1,1,AVP,31307,0
202087,44,Enquiry,1,10,SmallBusiness,Male,2,3,Deluxe,4,Single,1,0,1,1,1,Manager,20933,0
202088,,Enquiry,1,8,SmallBusiness,Male,3,1,Basic,5,Single,1,0,1,0,1,Executive,18424,0
202089,,Enquiry,3,6,SmallBusiness,Male,2,1,Deluxe,5,Married,2,0,4,0,1,Manager,,0
202090,35,Enquiry,1,33,SmallBusiness,Female,2,4,Basic,5,Single,2,0,4,0,1,Executive,17559,0
202091,36,Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Married,2,1,3,1,1,Manager,21201,0
202092,32,,3,,Salaried,Male,3,3,Deluxe,3,Married,3,0,1,0,2,Manager,,0
202093,,Company Invited,1,11,Salaried,Male,3,4,Basic,3,Married,1,0,5,0,0,Executive,,0
202094,53,Enquiry,3,13,SmallBusiness,Female,3,4,Standard,3,Married,1,1,1,0,1,Senior Manager,25934,0
202095,45,Enquiry,3,15,SmallBusiness,Male,3,3,Standard,5,Married,5,1,1,0,0,Senior Manager,25761,0
202096,32,Enquiry,1,14,SmallBusiness,Female,3,1,Deluxe,3,Married,6,0,3,1,2,Manager,20175,0
202097,52,Company Invited,1,31,SmallBusiness,Female,2,4,Super Deluxe,3,Married,4,0,5,0,1,AVP,28826,0
202098,37,Enquiry,3,22,SmallBusiness,Male,3,4,Deluxe,3,Married,5,0,5,1,0,Manager,21334,0
202099,28,Enquiry,2,14,SmallBusiness,Male,3,,Basic,3,Married,2,0,1,1,0,Executive,19936,0
202100,22,Enquiry,1,,Salaried,Male,2,4,Deluxe,3,Married,7,0,1,1,1,Manager,19775,0
202101,44,Enquiry,1,14,Salaried,Male,3,1,Basic,3,Married,3,1,3,1,0,Executive,17818,0
202102,42,Company Invited,1,8,SmallBusiness,Male,2,3,Basic,3,Single,6,1,1,1,1,Executive,17515,0
202103,36,Enquiry,2,14,Salaried,Male,3,4,Basic,5,Married,1,0,1,0,1,Executive,17342,0
202104,,Enquiry,3,9,Salaried,Male,3,3,Deluxe,5,Married,2,1,4,0,2,Manager,,0
202105,35,Enquiry,1,15,Salaried,Female,3,4,Standard,3,Married,2,1,4,1,2,Senior Manager,25685,0
202106,35,Company Invited,1,31,Salaried,Female,3,3,Basic,4,Married,2,1,3,1,1,Executive,17022,1
202107,32,Company Invited,1,6,Salaried,Male,3,3,Basic,3,Married,1,0,5,1,0,Executive,17314,0
202108,25,Enquiry,3,,SmallBusiness,Male,2,4,Deluxe,5,Married,2,0,3,1,1,Manager,,0
202109,,Enquiry,1,6,Large Business,Female,2,3,Basic,5,Married,3,0,4,0,0,Executive,18580,0
202110,24,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Married,1,0,3,0,1,Executive,18162,0
202111,32,Company Invited,3,11,Salaried,Male,2,3,Deluxe,4,Married,2,0,3,1,1,Manager,21524,0
202112,38,Enquiry,3,15,SmallBusiness,Male,3,4,Basic,4,Married,1,0,4,0,2,Executive,17899,0
202113,42,Enquiry,1,9,Salaried,Female,3,1,Deluxe,3,Married,3,1,5,1,0,Manager,20231,0
202114,31,Enquiry,1,17,Salaried,Male,2,3,Basic,3,Married,4,1,3,0,0,Executive,17356,0
202115,29,Enquiry,3,6,SmallBusiness,Female,2,4,Basic,3,Married,7,1,1,1,1,Executive,17800,1
202116,53,Enquiry,3,14,SmallBusiness,Male,3,3,Super Deluxe,3,Married,6,0,3,1,0,AVP,26836,0
202117,35,Enquiry,1,31,Large Business,Male,3,4,Standard,4,Married,4,0,3,1,1,Senior Manager,25903,0
202118,37,Company Invited,3,27,SmallBusiness,Female,2,3,Basic,3,Married,6,0,1,1,0,Executive,17973,0
202119,53,Enquiry,1,29,Salaried,Female,3,3,Super Deluxe,3,Single,7,0,5,1,1,AVP,29275,0
202120,43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Married,5,0,1,1,1,Manager,20562,0
202121,47,Enquiry,3,,SmallBusiness,Female,2,3,Deluxe,3,Married,1,1,1,1,1,Manager,19537,0
202122,37,Company Invited,3,25,SmallBusiness,Male,2,3,Standard,4,Unmarried,2,1,5,0,0,Senior Manager,22642,0
202123,50,Company Invited,1,8,Salaried,Male,3,3,Super Deluxe,5,Married,2,0,5,1,1,AVP,32924,0
202124,39,Enquiry,2,8,Salaried,Female,2,4,Deluxe,3,Married,1,0,3,1,0,Manager,20204,0
202125,33,Enquiry,2,9,Salaried,Male,2,3,Basic,4,Married,4,1,5,0,1,Executive,17277,0
202126,32,Enquiry,1,31,Salaried,Male,2,3,Basic,3,Single,2,1,5,0,0,Executive,17795,1
202127,29,Enquiry,1,13,SmallBusiness,Female,3,4,Basic,3,Married,7,0,5,1,1,Executive,17532,0
202128,44,Enquiry,1,15,Salaried,Male,3,3,Basic,5,Married,2,1,3,1,0,Executive,17559,0
202129,28,Enquiry,3,11,SmallBusiness,Male,3,,Deluxe,3,Single,2,0,3,0,1,Manager,19908,0
202130,58,Company Invited,1,8,Salaried,Male,2,4,Basic,3,Married,1,1,1,1,0,Executive,17380,1
202131,43,Enquiry,1,,Salaried,Female,2,3,Deluxe,4,Married,5,0,3,1,0,Manager,19765,0
202132,20,Enquiry,3,8,SmallBusiness,Female,2,4,Basic,3,Single,2,0,4,1,0,Executive,17044,1
202133,21,Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17693,1
202134,36,Enquiry,1,20,Salaried,Male,3,3,Deluxe,3,Married,1,1,5,1,0,Manager,21586,0
202135,47,Enquiry,3,8,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,18294,0
202136,,Enquiry,1,9,Salaried,Female,2,3,Deluxe,3,Married,1,1,5,1,1,Manager,,1
202137,41,Enquiry,1,8,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,1,Executive,17778,1
202138,28,Enquiry,1,15,SmallBusiness,Female,3,3,Basic,3,Married,6,0,3,0,0,Executive,17377,0
202139,39,Enquiry,1,12,SmallBusiness,Male,3,3,Basic,5,Married,1,1,1,1,1,Executive,17404,1
202140,27,Enquiry,1,10,Salaried,Female,3,3,Basic,3,Single,2,0,1,0,0,Executive,17318,0
202141,34,Enquiry,1,16,Salaried,Male,2,3,Basic,4,Married,2,0,1,1,1,Executive,17008,0
202142,42,Enquiry,3,20,SmallBusiness,Female,3,4,Deluxe,3,Single,1,0,3,1,0,Manager,21244,0
202143,33,Enquiry,1,6,Salaried,Male,3,4,Basic,5,Single,4,1,4,1,1,Executive,17799,0
202144,58,Enquiry,1,11,Large Business,Female,2,4,Standard,4,Married,3,1,5,1,1,Senior Manager,25552,0
202145,31,Enquiry,3,13,Salaried,Male,2,4,Basic,3,Married,4,0,4,1,1,Executive,17329,0
202146,,Enquiry,1,27,Salaried,Female,2,3,Deluxe,3,Married,2,1,3,0,0,Manager,,0
202147,49,Enquiry,1,14,Salaried,Female,2,3,Standard,4,Married,5,0,4,0,1,Senior Manager,22403,0
202148,48,Enquiry,1,26,SmallBusiness,Male,2,3,Basic,3,Married,5,0,1,1,0,Executive,17259,0
202149,31,Company Invited,3,26,SmallBusiness,Female,2,3,Deluxe,3,Married,2,0,1,1,1,Manager,21932,0
202150,36,Enquiry,1,,Salaried,Male,3,3,Basic,3,Single,3,0,3,1,2,Executive,19678,0
202151,38,Enquiry,1,6,Large Business,Female,3,3,Standard,5,Married,2,0,4,1,1,Senior Manager,28582,0
202152,32,Company Invited,1,6,Salaried,Female,3,4,Basic,4,Married,7,0,3,0,2,Executive,17332,0
202153,25,Enquiry,3,25,SmallBusiness,Male,2,4,Basic,4,Married,2,1,1,0,1,Executive,17413,1
202154,40,Enquiry,3,16,SmallBusiness,Male,3,4,Standard,4,Married,3,0,4,0,0,Senior Manager,24705,0
202155,26,Company Invited,3,,SmallBusiness,Male,2,4,Deluxe,5,Single,2,0,3,0,0,Manager,,0
202156,41,Enquiry,1,,SmallBusiness,Male,2,3,Basic,5,Single,3,1,4,1,1,Executive,19721,0
202157,36,Enquiry,1,8,SmallBusiness,Male,3,3,Basic,3,Single,5,0,5,1,1,Executive,17519,0
202158,19,Enquiry,3,27,Salaried,Male,2,4,Basic,4,Single,2,1,1,1,1,Executive,17121,1
202159,20,Enquiry,1,10,Large Business,Male,2,3,Basic,5,Single,2,0,3,1,0,Executive,17973,1
202160,31,Enquiry,1,18,SmallBusiness,Female,2,3,Deluxe,3,Married,1,1,4,1,0,Manager,20855,0
202161,,Company Invited,1,15,SmallBusiness,Male,2,3,Basic,4,Married,1,1,4,0,0,Executive,18617,0
202162,32,Enquiry,1,9,SmallBusiness,Female,3,3,Deluxe,5,Married,2,0,1,1,0,Manager,21725,0
202163,36,Enquiry,3,9,Salaried,Male,2,4,Standard,3,Married,2,1,1,1,0,Senior Manager,25325,1
202164,33,Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Unmarried,1,0,4,1,1,Manager,21949,0
202165,37,Enquiry,3,6,Salaried,Male,2,4,Standard,3,Married,6,0,1,1,1,Senior Manager,25609,1
202166,45,Company Invited,1,,Salaried,Male,2,3,Deluxe,4,Married,2,0,4,1,0,Manager,,0
202167,29,Company Invited,3,26,Large Business,Female,2,3,Basic,3,Married,2,0,3,0,1,Executive,17157,0
202168,35,Enquiry,3,,SmallBusiness,Female,2,3,Deluxe,3,Married,2,0,4,1,1,Manager,19601,0
202169,52,Enquiry,1,6,Salaried,Male,3,3,Super Deluxe,3,Married,3,0,1,1,2,AVP,32099,0
202170,58,Enquiry,1,8,Large Business,Male,2,3,Basic,3,Single,5,0,1,0,0,Executive,17479,1
202171,53,Enquiry,3,8,SmallBusiness,Male,2,3,Super Deluxe,3,Married,7,0,3,1,0,AVP,29852,0
202172,30,Enquiry,3,14,Salaried,Male,3,3,Standard,3,Married,6,0,3,1,0,Senior Manager,22264,0
202173,38,Company Invited,3,16,Large Business,Female,2,3,Deluxe,3,Single,2,1,3,1,0,Manager,20666,0
202174,35,Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,2,Senior Manager,22823,0
202175,39,Enquiry,3,8,Salaried,Male,2,1,Standard,3,Unmarried,1,0,1,0,0,Senior Manager,22880,0
202176,40,Company Invited,3,30,Salaried,Fe Male,3,1,Super Deluxe,4,Unmarried,5,1,3,1,0,AVP,28194,1
202177,47,Company Invited,1,22,SmallBusiness,Male,3,1,Deluxe,3,Married,2,1,1,1,0,Manager,20067,0
202178,36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,1,Manager,20079,0
202179,31,Company Invited,1,15,SmallBusiness,Male,2,4,Basic,5,Single,1,1,3,0,1,Executive,17321,1
202180,33,Company Invited,3,23,Salaried,Male,2,3,Super Deluxe,3,Single,2,0,3,1,0,AVP,32444,0
202181,29,Enquiry,1,16,Salaried,Female,3,4,Basic,5,Single,7,1,5,1,0,Executive,17404,1
202182,,Enquiry,1,19,Salaried,Female,2,3,Basic,3,Single,4,0,3,1,0,Executive,18452,0
202183,45,Enquiry,1,6,SmallBusiness,Female,3,3,Basic,3,Married,4,0,5,1,0,Executive,17270,0
202184,50,Enquiry,1,6,SmallBusiness,Male,3,3,Super Deluxe,3,Married,1,0,5,0,2,AVP,32399,0
202185,33,Company Invited,1,6,Salaried,Female,2,1,Deluxe,4,Married,2,1,3,1,0,Manager,20488,0
202186,41,Company Invited,1,15,SmallBusiness,Male,3,3,King,3,Married,3,0,4,0,2,VP,34419,0
202187,27,Enquiry,1,22,Large Business,Female,2,3,Basic,4,Married,1,0,1,1,0,Executive,17811,0
202188,,Company Invited,1,29,Salaried,Male,2,3,Deluxe,5,Married,2,1,1,1,0,Manager,18633,0
202189,,Enquiry,3,10,Salaried,Female,2,3,Deluxe,3,Single,2,1,3,1,1,Manager,,0
202190,30,Enquiry,1,28,Salaried,Female,2,3,Basic,3,Married,5,1,1,0,0,Executive,17132,1
202191,50,Enquiry,1,30,Salaried,Male,3,3,Super Deluxe,3,Married,4,1,4,1,2,AVP,28973,0
202192,38,Company Invited,1,16,SmallBusiness,Male,3,3,Basic,3,Married,1,0,5,0,0,Executive,17684,0
202193,46,Enquiry,1,13,SmallBusiness,Male,3,3,Standard,3,Married,7,0,1,1,1,Senior Manager,25845,0
202194,24,,1,,SmallBusiness,Female,2,4,Deluxe,3,Married,2,0,3,0,0,Manager,,0
202195,,Enquiry,1,20,Salaried,Male,2,4,Basic,4,Married,2,1,5,1,1,Executive,,1
202196,,Company Invited,1,6,Salaried,Female,3,3,Deluxe,5,Married,2,0,5,1,0,Manager,,0
202197,18,Company Invited,1,11,Salaried,Male,3,3,Basic,3,Single,2,0,1,0,1,Executive,16051,0
202198,54,Enquiry,1,23,Large Business,Female,2,3,Standard,3,Married,1,0,5,0,0,Senior Manager,25739,0
202199,35,Enquiry,1,31,SmallBusiness,Female,2,3,Standard,3,Married,2,1,3,0,1,Senior Manager,25388,0
202200,30,Enquiry,1,14,Salaried,Female,3,1,Standard,5,Married,1,1,1,0,2,Senior Manager,26416,0
202201,20,Enquiry,1,17,SmallBusiness,Female,3,4,Basic,5,Single,2,1,3,1,2,Executive,17600,1
202202,30,Company Invited,1,11,SmallBusiness,Female,2,3,Basic,4,Single,1,0,3,0,0,Executive,17422,1
202203,26,Enquiry,1,8,SmallBusiness,Male,2,1,Deluxe,3,Married,2,0,3,1,1,Manager,20472,0
202204,22,Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,0,1,0,1,Executive,17451,0
202205,48,Enquiry,1,,Salaried,Male,3,4,Deluxe,3,Single,3,0,1,0,2,Manager,,0
202206,48,Enquiry,1,10,Salaried,Male,3,4,Standard,3,Unmarried,1,0,5,1,0,Senior Manager,25999,0
202207,41,Enquiry,1,13,SmallBusiness,Female,2,,Deluxe,3,Single,7,0,3,1,1,Manager,20003,0
202208,39,Enquiry,1,6,Salaried,Female,3,4,Super Deluxe,3,Married,2,0,3,1,0,AVP,27742,0
202209,27,Enquiry,1,8,Salaried,Female,2,3,Deluxe,3,Married,1,0,5,1,0,Manager,,0
